log_price_thb,log_total_reviews,has_reviews,name_length,name_word_count,log_total_sold,name_qty_log,name_has_weight_unit,name_has_count_unit,name_is_authentic,name_has_bundle,name_thai_ratio,section_Acne_Care,section_Appetite_Suppressant,section_Beauty_Supplements_Value_Sets,section_Bone_Joint_Support,section_Brain_Memory,section_Breast_Enlargement,section_Detoxification,section_Digestive_Care,section_Fat_Blockers_Burners,section_Food_Supplement,section_Hair_Nail,section_Heart_Blood_Pressure,section_Herbs_Traditional_Medicine,section_Immunity,section_Mass_Gainer,section_Meal_Replacement,section_Men_s_Health,section_Multivitamins,section_Nutritional_Foods_Drinks,section_Pre_Workout,section_Pregnancy_Care,section_Protein,section_Sexual_Health_Vitamins,section_Skin_Nourishment,section_Slimming_Beverages,section_Stress_Sleep_and_Anxiety,section_Weight_Management_Value_Sets,section_Well_Being_Gifts_Value_Sets,section_Whitening,section_Women_s_Health,shop_region_bangkok_metro,shop_region_central,shop_region_eastern,shop_region_northeastern,shop_region_northern,shop_region_overseas,shop_region_southern,shop_region_unknown,shop_region_western
4.727387818712341,0.0,0,73,10,8.107418811719974,3.4339872044851463,0,1,0,0,0.46875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.968707559985366,0.0,0,71,14,2.772588722239781,3.4339872044851463,0,1,0,0,0.6724137931034483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.262690188904886,0.0,0,68,10,6.606650186198215,3.4339872044851463,0,1,0,0,0.43103448275862066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.614659779493029,0.0,0,103,16,5.82600010738045,4.110873864173311,0,1,0,1,0.7931034482758621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.6582292505604475,0.0,0,151,17,0.0,3.828641396489095,0,1,0,1,0.6384615384615384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.673323267171493,0.0,0,142,15,2.6390573296152584,4.61512051684126,0,0,1,1,0.8671875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.255750041753367,0.0,0,136,13,2.3978952727983707,0.0,0,0,0,0,0.7903225806451613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.181783550292085,0.0,0,70,12,7.119635638017636,3.4339872044851463,0,1,0,0,0.4406779661016949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.942799375126701,0.0,0,149,16,0.0,3.4339872044851463,1,0,0,0,0.917910447761194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.768320995793772,0.0,0,106,9,1.791759469228055,3.4339872044851463,0,1,0,0,0.6907216494845361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.634789603169249,0.0,0,113,17,3.912023005428146,1.0986122886681098,1,0,0,1,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.762173934797756,0.0,0,108,15,7.003065458786462,4.110873864173311,1,1,0,0,0.8297872340425532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
